título,descripción,edad,inscripción,periodicidad,día_días,horario,fecha,lugar_nombre,lugar_dirección,precio,recomendación,url_ampliar_info,url_actividad
Sherlock Holmes y el robo de la Gioconda,Explanada del Ensanche de Vallecas,No especificada,No especificada,No especificada,sábado,a las 17 horas,Sábado 26 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiestas-de-la-primavera-de-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=a4736a9776426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Sherlock-Holmes-y-el-robo-de-la-Gioconda/?vgnextfmt=default&vgnextoid=1bdca1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El payaso musical,Parque de Las Cataratas,No especificada,No especificada,No especificada,sábado,a las 18 horas,Sábado 26 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiestas-de-la-primavera-de-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=a4736a9776426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-payaso-musical/?vgnextfmt=default&vgnextoid=0feca1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Entrevista, Nieves Gascón, cuentos infantiles",Escenario y firma en la caseta.,No especificada,No especificada,No especificada,sábado,a las 13:15 horas,Sábado 26 de abril de 2025,Auditorio al aire libre. Parque Aluche,"CALLE ILLESCAS, 149 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Feria-del-Libro-Distrito-Latina-2025/?vgnextfmt=default&vgnextoid=93e9fd655814e810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Entrevista-Nieves-Gascon-cuentos-infantiles/?vgnextfmt=default&vgnextoid=b0436267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Espectáculo infantil 'Los tres cerditos',Compañía 'Trastero Títeres'.,de 0 a 9 años,No especificada,No especificada,sábado,a las 16:30 horas,Sábado 26 de abril de 2025,Auditorio al aire libre. Parque Aluche,"CALLE ILLESCAS, 149 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Feria-del-Libro-Distrito-Latina-2025/?vgnextfmt=default&vgnextoid=93e9fd655814e810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Espectaculo-infantil-Los-tres-cerditos-/?vgnextfmt=default&vgnextoid=0e736267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentacuentos 'Un charco medio lleno',Pablo Gadea.,No especificada,No especificada,No especificada,sábado,a las 18 horas,Sábado 26 de abril de 2025,Auditorio al aire libre. Parque Aluche,"CALLE ILLESCAS, 149 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Feria-del-Libro-Distrito-Latina-2025/?vgnextfmt=default&vgnextoid=93e9fd655814e810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-Un-charco-medio-lleno-/?vgnextfmt=default&vgnextoid=6f246267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentacuentos 'Catrina casi galga',Ana Olivares Valencia.,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Auditorio al aire libre. Parque Aluche,"CALLE ILLESCAS, 149 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Feria-del-Libro-Distrito-Latina-2025/?vgnextfmt=default&vgnextoid=93e9fd655814e810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-Catrina-casi-galga-/?vgnextfmt=default&vgnextoid=3c126267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"INFANTIL.  Pez al revés, presenta “Ronda al revés”","Un concierto muy participativo donde la música y los juegos con el público son protagonistas... Un pez al revés. patos con tres patas, vacas adorables y algunos divertidos bichos, son los protagonistas de las canciones que nos invitan al juego y a la reflexión. Un espectáculo cercano donde disfrutaremos en familia cada minuto. ¿Quién se suma a esta RONDA AL REVÉS con Pez al revés?",a partir de 2 años,No especificada,No especificada,sábado,a las 18 horas,Sábado 26 de abril de 2025,Auditorio Carmen Laforet (Ciudad Lineal),"CALLE JAZMIN, 46 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Auditorio-Carmen-Laforet-Programacion-abril-2025/?vgnextfmt=default&vgnextoid=1059ef619aca2910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-Pez-al-reves-presenta-Ronda-al-reves/?vgnextfmt=default&vgnextoid=6025199cc1266910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Talleres para niños de 4 a 14 años,,de 4 a 14 años,El proceso de inscripción ha finalizado,No especificada,sábado,No especificado,Del sábado 26 de abril de 2025 al sábado 28 de junio de 2025,Centro Sociocultural Juvenil de Moratalaz,"CALLE FUENTE CARRANTONA, 10 28030 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-para-ninos-de-4-a-14-anos/?vgnextfmt=default&vgnextoid=fe309f9cfb7b5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cambiando Cuentos,Cía. Animathor.,No especificada,No especificada,No especificada,domingo,a las 12 horas,Domingo 27 de abril de 2025,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),"CALLE ALIAGA, 5 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Miguel-de-Cervantes/?vgnextfmt=default&vgnextoid=4daa70db6da41910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cambiando-Cuentos/?vgnextfmt=default&vgnextoid=e318c2df0a3a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Kalevala: Un Viaje Mágico,Cía. Anahí Producciones.,a partir de 3 años,No especificada,No especificada,domingo,a las 12 horas,Domingo 27 de abril de 2025,Centro Cultural José Luis López Vázquez (San Blas - Canillejas),"CALLE FEBRERO, 4 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Jose-Luis-Lopez-Vazquez/?vgnextfmt=default&vgnextoid=445a70db6da41910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Kalevala-Un-Viaje-Magico/?vgnextfmt=default&vgnextoid=b89689cfb18a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller Teatralizado de Cuentacuentos - Cuentos Caballerescos,Sin descripción,de 3 a 8 años,No especificada,No especificada,domingo,a las 18 horas,Domingo 27 de abril de 2025,Centro Cultural Galileo (Chamberí),"CALLE GALILEO, 39 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Programacion-Cultural-Chamberi/?vgnextfmt=default&vgnextoid=5ea6daba65bc4910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-Teatralizado-de-Cuentacuentos-Cuentos-Caballerescos/?vgnextfmt=default&vgnextoid=836a0ad4cdcc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Contando caperucita,Compañía:. Tanalborde Teatro,Recomendado para mayores de 3 años,No especificada,No especificada,domingo,a las 12 horas,Domingo 27 de abril de 2025,Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca),"CALLE ENRIQUE D'ALMONTE, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Quinta-del-Berro-Rafael-Altamira/?vgnextfmt=default&vgnextoid=bf80615955c3a810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Contando-caperucita/?vgnextfmt=default&vgnextoid=b7842b391b2d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Fabulosas travesuras,,Es el cumpleaños de Suras,No especificada,No especificada,domingo,a las 12 horas,Domingo 27 de abril de 2025,Auditorio Joaquín Rosado (Moncloa-Aravaca),"CALLE SANTA POLA, 22 28008 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fabulosas-travesuras/?vgnextfmt=default&vgnextoid=497ccd938a2d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El universo literario de Tim Burton. Big Fish,,No especificada,No especificada,No especificada,domingo,a las 12 horas,Domingo 27 de abril de 2025,Cineteca Madrid,"PLAZA LEGAZPI, 8 MADRID",No especificado,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-universo-literario-de-Tim-Burton/?vgnextfmt=default&vgnextoid=d5cde300442d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-universo-literario-de-Tim-Burton-Big-Fish/?vgnextfmt=default&vgnextoid=d565c241037d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Teatro de títeres: ""El soldadito de plomo"" DE H.C. Andersen",CONMEMORACIÓN DÍA DEL LIBRO,familiar desde 3 años,No especificada,No especificada,domingo,a las 12 horas,Domingo 27 de abril de 2025,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),"CALLE MIRA EL RIO, 4 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Alfonso-XII-Fuencarral-El-Pardo-Abril-2025/?vgnextfmt=default&vgnextoid=f4c4bf1731221610VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Teatro-de-titeres-El-soldadito-de-plomo-DE-H-C-Andersen/?vgnextfmt=default&vgnextoid=5e6ee109ca9d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Yincana 'Bienvenidos a la primavera',"Dinámicas participativas para grupos familiares, que incluyen recorridos por el Parque y talleres creativos.",de 4 a 7 años,Más información en el apartado inscripción.. Se requiere reserva previa. Más información en el apartado inscripción.,No especificada,domingo,a las 11 horas,Domingo 27 de abril de 2025,Aula ambiental La Cabaña del Retiro,"PASEO FERNAN NUÑEZ, 10 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Yincana-Bienvenidos-a-la-primavera-/?vgnextfmt=default&vgnextoid=5e898b56808d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Viaje al reino del revés,Compañía Kasam Kasum.,a partir de 3 años,No especificada,No especificada,domingo,a las 18 horas,Domingo 27 de abril de 2025,Centro Cultural Carril del Conde (Hortaleza),"CALLE CARRIL DEL CONDE, 57 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Carril-del-Conde/?vgnextfmt=default&vgnextoid=4dc76ed8d8a75610VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Viaje-al-reino-del-reves/?vgnextfmt=default&vgnextoid=c32b6ab5d26f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Rutas guiadas por el Parque de Valdebebas. Abril 2025,,No especificada,No especificada,No especificada,domingo,No especificado,Domingo 27 de abril de 2025,Parque Forestal de Valdebebas-Felipe VI,"AVENIDA LAS FUERZAS ARMADAS, 11 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Rutas-guiadas-por-el-Parque-de-Valdebebas-Abril-2025/?vgnextfmt=default&vgnextoid=122a20b3d6ae1910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Rutas-guiadas-por-el-Parque-de-Valdebebas-Abril-2025/?vgnextfmt=default&vgnextoid=12857665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Enric, el pájaro Cucú",Compañía Grupo Clavis.,a partir de 3 años,No especificada,No especificada,domingo,a las 12 horas,Domingo 27 de abril de 2025,Centro Cultural Hortaleza,"CALLE SANTA VIRGILIA, 15 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Hortaleza/?vgnextfmt=default&vgnextoid=11a2acd787eb1610VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Enric-el-pajaro-Cucu/?vgnextfmt=default&vgnextoid=cf1019e695416910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Manos danzantes,Compañía Michelle Man.,de 2 a 5 años,No especificada,No especificada,domingo,Dos sesiones: 10:30 y 12 horas,Domingo 27 de abril de 2025,Centro Cultural Sanchinarro (Hortaleza),"CALLE PRINCESA DE EBOLI, 29 MADRID",No especificado,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Sanchinarro/?vgnextfmt=default&vgnextoid=c0427b3902f02910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Manos-danzantes/?vgnextfmt=default&vgnextoid=d6e3e7802e416910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El príncipe que quería ser rey,Compañía CITM.,No especificada,No especificada,No especificada,domingo,a las 12 horas,Domingo 27 de abril de 2025,Parque Forestal de Valdebebas-Felipe VI,"AVENIDA LAS FUERZAS ARMADAS, 11 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-en-los-parques-del-distrito/?vgnextfmt=default&vgnextoid=c1d315a9e0665910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-principe-que-queria-ser-rey/?vgnextfmt=default&vgnextoid=c1cf0c9363a16910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Un mundo de cuentos',"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.",a partir de 4 años,Para asistir es necesario realizar inscripción previa a través de este enlace.,No especificada,domingo,a las 11:30 horas,Domingo 27 de abril de 2025,Biblioteca Pública Municipal María Lejárraga (Hortaleza),"CALLE PRINCESA DE EBOLI, 29 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-21-al-27-de-abril/?vgnextfmt=default&vgnextoid=e08d8f8c825d9810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Un-mundo-de-cuentos-/?vgnextfmt=default&vgnextoid=5b57dcede2426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Torneo de voleibol de Villa de Vallecas,Turno de mañana:,No especificada,- Inscripciones: por invitación.,No especificada,domingo,a las 10 horas,Domingo 27 de abril de 2025,Instalación Deportiva Básica Pabellón del Cementerio,"CALLE PICO DE LA CIERVA, null MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiestas-de-la-primavera-de-Villa-de-Vallecas-Actividades-deportivas/?vgnextfmt=default&vgnextoid=ceb1ac6888326910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Torneo-de-voleibol-de-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=22cea1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
III Torneo de pádel Villa de Vallecas,- Lugar: Centro Deportivo Municipal Juan de Dios Román.,16 parejas mixtas desde los 15 años en adelante,- Inscripciones: (estará activo desde el 14/04/2025 a las 8:00 horas hasta fin de inscripciones),No especificada,domingo,a las 9:30 horas,Domingo 27 de abril de 2025,Centro Deportivo Municipal Juan de Dios Román,"CALLE JOSE GUTIERREZ MAROTO, 34 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiestas-de-la-primavera-de-Villa-de-Vallecas-Actividades-deportivas/?vgnextfmt=default&vgnextoid=ceb1ac6888326910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/III-Torneo-de-padel-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=23bea1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentacuentos infantil,COMPAÑÍA FACTORÍA TEATRO.,No especificada,No especificada,No especificada,domingo,a las 17 horas,Domingo 27 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/IV-Feria-del-libro-de-Arganzuela-2025/?vgnextfmt=default&vgnextoid=8ccf469921be5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-infantil/?vgnextfmt=default&vgnextoid=66ecb4e355536910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Concierto. Blanca Castillo.  Tres orquestas,"Las Orquestas están integradas por alumnos con edades muy variadas, desde los 11 años hasta los que sobrepasan los 70 y aunque algunos de ellos ya han terminado sus estudios en las escuelas y han decidido seguir formando parte de las Orquestas en las que se iniciaron.",desde los 11 años hasta los que sobrepasan los 70 y aunque algunos de ellos ya han terminado sus estudios en las escuelas y han decidido seguir formando parte de las Orquestas en las que se iniciaron,No especificada,No especificada,domingo,a las 12 horas,Domingo 27 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/IV-Feria-del-libro-de-Arganzuela-2025/?vgnextfmt=default&vgnextoid=8ccf469921be5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Concierto-Blanca-Castillo-Tres-orquestas/?vgnextfmt=default&vgnextoid=78c24d66491f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
